id,name,city,state,latitude,longitude,categories,sub_categories,tags,cost_per_day,rating,description,visit_duration_hours,best_time_to_visit,photos,website_url,google_maps_url,opening_hours,entry_fee,is_active,nearby_attractions,facilities,created_at,updated_at
br_pat_002,Patna Museum,Patna,Bihar,25.5981,85.1401,"[""cultural""]",[],"[""tourism"", ""travel""]",200,4.6,"Patna Museum is a popular cultural destination in Patna, Bihar.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.062322,2026-01-23T14:14:17.062323
br_pat_003,Takht Sri Patna Sahib,Patna,Bihar,25.5935,85.1463,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.7,"Takht Sri Patna Sahib is a popular religious destination in Patna, Bihar.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062340,2026-01-23T14:14:17.062341
br_pat_004,Sanjay Gandhi Jaivik Udyan,Patna,Bihar,25.5943,85.1337,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.2,"Sanjay Gandhi Jaivik Udyan is a popular nature destination in Patna, Bihar.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062357,2026-01-23T14:14:17.062358
br_pat_005,Buddha Smriti Park,Patna,Bihar,25.6041,85.1433,"[""cultural""]",[],"[""tourism"", ""travel""]",500,4.1,"Buddha Smriti Park is a popular cultural destination in Patna, Bihar.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062373,2026-01-23T14:14:17.062375
br_pat_006,Mahavir Mandir,Patna,Bihar,25.6004,85.1204,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.6,"Mahavir Mandir is a popular religious destination in Patna, Bihar.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.062392,2026-01-23T14:14:17.062393
br_pat_007,Patna Sahib,Patna,Bihar,25.5834,85.1305,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.0,"Patna Sahib is a popular religious destination in Patna, Bihar.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062409,2026-01-23T14:14:17.062410
br_pat_008,Gandhi Maidan,Patna,Bihar,25.5712,85.116,"[""history""]",[],"[""tourism"", ""travel""]",0,4.4,"Gandhi Maidan is a popular history destination in Patna, Bihar.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062427,2026-01-23T14:14:17.062428
br_pat_009,Bihar Museum,Patna,Bihar,25.5826,85.1291,"[""cultural""]",[],"[""tourism"", ""travel""]",0,4.1,"Bihar Museum is a popular cultural destination in Patna, Bihar.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062444,2026-01-23T14:14:17.062445
br_pat_010,Eco Park Patna,Patna,Bihar,25.5904,85.1291,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.6,"Eco Park Patna is a popular nature destination in Patna, Bihar.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062460,2026-01-23T14:14:17.062461
jh_ran_001,Dassam Falls,Ranchi,Jharkhand,23.353,85.3006,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.6,"Dassam Falls is a popular nature destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062478,2026-01-23T14:14:17.062479
jh_ran_002,Jonha Falls,Ranchi,Jharkhand,23.3473,85.3081,"[""nature""]",[],"[""tourism"", ""travel""]",200,4.1,"Jonha Falls is a popular nature destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062494,2026-01-23T14:14:17.062495
jh_ran_004,Jagannath Temple Ranchi,Ranchi,Jharkhand,23.3324,85.2926,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.3,"Jagannath Temple Ranchi is a popular religious destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062527,2026-01-23T14:14:17.062529
jh_ran_005,Rock Garden Ranchi,Ranchi,Jharkhand,23.3523,85.3195,"[""nature""]",[],"[""tourism"", ""travel""]",0,4.0,"Rock Garden Ranchi is a popular nature destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.062544,2026-01-23T14:14:17.062545
jh_ran_006,Pahari Mandir,Ranchi,Jharkhand,23.3334,85.3124,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.1,"Pahari Mandir is a popular religious destination in Ranchi, Jharkhand.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062560,2026-01-23T14:14:17.062562
jh_ran_007,Ranchi Lake,Ranchi,Jharkhand,23.3293,85.3086,"[""nature""]",[],"[""tourism"", ""travel""]",0,4.9,"Ranchi Lake is a popular nature destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062577,2026-01-23T14:14:17.062578
jh_ran_008,Tagore Hill,Ranchi,Jharkhand,23.321,85.3178,"[""history""]",[],"[""tourism"", ""travel""]",200,4.8,"Tagore Hill is a popular history destination in Ranchi, Jharkhand.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062593,2026-01-23T14:14:17.062594
jh_ran_009,Birsa Zoological Park,Ranchi,Jharkhand,23.3309,85.3085,"[""nature""]",[],"[""tourism"", ""travel""]",50,4.1,"Birsa Zoological Park is a popular nature destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062609,2026-01-23T14:14:17.062611
jh_ran_010,Sun Temple Ranchi,Ranchi,Jharkhand,23.3305,85.2937,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.5,"Sun Temple Ranchi is a popular religious destination in Ranchi, Jharkhand.",4,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062626,2026-01-23T14:14:17.062627
cg_rai_001,Mahant Ghasidas Memorial Museum,Raipur,Chhattisgarh,21.2376,81.6113,"[""cultural""]",[],"[""tourism"", ""travel""]",100,4.3,"Mahant Ghasidas Memorial Museum is a popular cultural destination in Raipur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062643,2026-01-23T14:14:17.062645
cg_rai_002,Swami Vivekananda Sarovar,Raipur,Chhattisgarh,21.2504,81.6257,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.0,"Swami Vivekananda Sarovar is a popular nature destination in Raipur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062661,2026-01-23T14:14:17.062662
cg_rai_003,Nandan Van Zoo,Raipur,Chhattisgarh,21.2672,81.6212,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.4,"Nandan Van Zoo is a popular nature destination in Raipur, Chhattisgarh.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062677,2026-01-23T14:14:17.062679
cg_rai_004,MM Fun City,Raipur,Chhattisgarh,21.2507,81.6226,"[""adventure""]",[],"[""tourism"", ""travel""]",100,4.7,"MM Fun City is a popular adventure destination in Raipur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062696,2026-01-23T14:14:17.062697
cg_rai_005,Purkhouti Muktangan,Raipur,Chhattisgarh,21.2319,81.6213,"[""cultural""]",[],"[""tourism"", ""travel""]",100,4.4,"Purkhouti Muktangan is a popular cultural destination in Raipur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062712,2026-01-23T14:14:17.062714
cg_rai_006,Kevalya Dham,Raipur,Chhattisgarh,21.2676,81.6168,"[""religious""]",[],"[""tourism"", ""travel""]",50,4.6,"Kevalya Dham is a popular religious destination in Raipur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062729,2026-01-23T14:14:17.062730
cg_rai_007,Ghatarani Waterfalls,Raipur,Chhattisgarh,21.2309,81.6037,"[""nature""]",[],"[""tourism"", ""travel""]",0,4.7,"Ghatarani Waterfalls is a popular nature destination in Raipur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062745,2026-01-23T14:14:17.062746
cg_rai_008,Jatmai Temple,Raipur,Chhattisgarh,21.2314,81.6167,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.7,"Jatmai Temple is a popular religious destination in Raipur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062762,2026-01-23T14:14:17.062763
cg_jag_002,Teerathgarh Falls,Jagdalpur,Chhattisgarh,19.0788,82.0217,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.8,"Teerathgarh Falls is a popular nature destination in Jagdalpur, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062795,2026-01-23T14:14:17.062796
cg_jag_003,Kotumsar Cave,Jagdalpur,Chhattisgarh,19.0612,82.0321,"[""adventure""]",[],"[""tourism"", ""travel""]",100,4.5,"Kotumsar Cave is a popular adventure destination in Jagdalpur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062811,2026-01-23T14:14:17.062814
cg_jag_004,Bastar Palace,Jagdalpur,Chhattisgarh,19.0669,82.0349,"[""history""]",[],"[""tourism"", ""travel""]",100,4.1,"Bastar Palace is a popular history destination in Jagdalpur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062830,2026-01-23T14:14:17.062831
cg_jag_005,Danteshwari Temple,Jagdalpur,Chhattisgarh,19.066,82.0335,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.4,"Danteshwari Temple is a popular religious destination in Jagdalpur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.062847,2026-01-23T14:14:17.062848
cg_jag_006,Anthropological Museum,Jagdalpur,Chhattisgarh,19.0843,82.0278,"[""cultural""]",[],"[""tourism"", ""travel""]",200,4.8,"Anthropological Museum is a popular cultural destination in Jagdalpur, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.062863,2026-01-23T14:14:17.062865
cg_jag_007,Kailash Gufa,Jagdalpur,Chhattisgarh,19.0844,82.0162,"[""adventure""]",[],"[""tourism"", ""travel""]",0,4.4,"Kailash Gufa is a popular adventure destination in Jagdalpur, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062880,2026-01-23T14:14:17.062881
cg_jag_008,Dalpat Sagar Lake,Jagdalpur,Chhattisgarh,19.083,82.0219,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.6,"Dalpat Sagar Lake is a popular nature destination in Jagdalpur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062897,2026-01-23T14:14:17.062898
cg_bil_001,Achanakmar Wildlife Sanctuary,Bilaspur,Chhattisgarh,22.0806,82.146,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.1,"Achanakmar Wildlife Sanctuary is a popular nature destination in Bilaspur, Chhattisgarh.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062914,2026-01-23T14:14:17.062915
cg_bil_002,Kanan Pendari Zoo,Bilaspur,Chhattisgarh,22.0724,82.1364,"[""nature""]",[],"[""tourism"", ""travel""]",0,4.6,"Kanan Pendari Zoo is a popular nature destination in Bilaspur, Chhattisgarh.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062933,2026-01-23T14:14:17.062934
cg_bil_003,Malhar,Bilaspur,Chhattisgarh,22.0759,82.1395,"[""history""]",[],"[""tourism"", ""travel""]",0,4.7,"Malhar is a popular history destination in Bilaspur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.062951,2026-01-23T14:14:17.062953
cg_bil_004,Khutaghat Dam,Bilaspur,Chhattisgarh,22.0698,82.151,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.6,"Khutaghat Dam is a popular nature destination in Bilaspur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.062970,2026-01-23T14:14:17.062972
cg_bil_005,Mahamaya Temple,Bilaspur,Chhattisgarh,22.059,82.1227,"[""religious""]",[],"[""tourism"", ""travel""]",50,4.6,"Mahamaya Temple is a popular religious destination in Bilaspur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.062988,2026-01-23T14:14:17.062990
cg_mai_001,Tiger Point,Mainpat,Chhattisgarh,22.803,83.2909,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.7,"Tiger Point is a popular nature destination in Mainpat, Chhattisgarh.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063006,2026-01-23T14:14:17.063007
cg_mai_002,Ulta Pani,Mainpat,Chhattisgarh,22.8017,83.2924,"[""adventure""]",[],"[""tourism"", ""travel""]",50,4.3,"Ulta Pani is a popular adventure destination in Mainpat, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063023,2026-01-23T14:14:17.063024
cg_mai_003,Tibetan Monastery Mainpat,Mainpat,Chhattisgarh,22.8358,83.2938,"[""religious""]",[],"[""tourism"", ""travel""]",1000,4.7,"Tibetan Monastery Mainpat is a popular religious destination in Mainpat, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063039,2026-01-23T14:14:17.063041
cg_mai_004,Fish Point,Mainpat,Chhattisgarh,22.8375,83.2768,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.2,"Fish Point is a popular nature destination in Mainpat, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063056,2026-01-23T14:14:17.063057
cg_amb_001,Mahamaya Temple Ambikapur,Ambikapur,Chhattisgarh,23.1397,83.1995,"[""religious""]",[],"[""tourism"", ""travel""]",1000,4.7,"Mahamaya Temple Ambikapur is a popular religious destination in Ambikapur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063073,2026-01-23T14:14:17.063075
cg_bhi_001,Maitri Bagh,Bhilai,Chhattisgarh,21.1709,81.3645,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.6,"Maitri Bagh is a popular nature destination in Bhilai, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063091,2026-01-23T14:14:17.063092
cg_dur_001,Uwasaggaharam Parshwa Teerth,Durg,Chhattisgarh,21.1971,81.2822,"[""religious""]",[],"[""tourism"", ""travel""]",50,4.5,"Uwasaggaharam Parshwa Teerth is a popular religious destination in Durg, Chhattisgarh.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063108,2026-01-23T14:14:17.063109
cg_don_001,Bambleshwari Temple,Dongargarh,Chhattisgarh,21.1831,80.7559,"[""religious""]",[],"[""tourism"", ""travel""]",100,4.6,"Bambleshwari Temple is a popular religious destination in Dongargarh, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063126,2026-01-23T14:14:17.063127
cg_kaw_002,Saroda Dadar,Kawardha,Chhattisgarh,22.0058,81.2348,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.4,"Saroda Dadar is a popular nature destination in Kawardha, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063160,2026-01-23T14:14:17.063161
cg_sir_001,Laxman Temple,Sirpur,Chhattisgarh,21.3539,82.1638,"[""history""]",[],"[""tourism"", ""travel""]",50,4.2,"Laxman Temple is a popular history destination in Sirpur, Chhattisgarh.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063177,2026-01-23T14:14:17.063178
cg_sir_002,Barnawapara Wildlife Sanctuary,Sirpur,Chhattisgarh,21.3481,82.1636,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.8,"Barnawapara Wildlife Sanctuary is a popular nature destination in Sirpur, Chhattisgarh.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063194,2026-01-23T14:14:17.063195
mp_ind_001,Rajwada Palace,Indore,Madhya Pradesh,22.7064,75.849,"[""history""]",[],"[""tourism"", ""travel""]",0,4.6,"Rajwada Palace is a popular history destination in Indore, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063212,2026-01-23T14:14:17.063213
mp_ind_002,Sarafa Bazaar,Indore,Madhya Pradesh,22.7015,75.8354,"[""food""]",[],"[""tourism"", ""travel""]",100,4.0,"Sarafa Bazaar is a popular food destination in Indore, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063228,2026-01-23T14:14:17.063229
mp_ind_003,Khajrana Ganesh,Indore,Madhya Pradesh,22.7047,75.8629,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.2,"Khajrana Ganesh is a popular religious destination in Indore, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063247,2026-01-23T14:14:17.063248
mp_ind_004,Lal Bagh Palace,Indore,Madhya Pradesh,22.6927,75.8484,"[""history""]",[],"[""tourism"", ""travel""]",200,4.3,"Lal Bagh Palace is a popular history destination in Indore, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063265,2026-01-23T14:14:17.063266
mp_ind_005,Patalpani Waterfalls,Indore,Madhya Pradesh,22.7131,75.8313,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.5,"Patalpani Waterfalls is a popular nature destination in Indore, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063282,2026-01-23T14:14:17.063283
mp_ind_006,Annapurna Temple,Indore,Madhya Pradesh,22.7062,75.8417,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.1,"Annapurna Temple is a popular religious destination in Indore, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063300,2026-01-23T14:14:17.063302
mp_ind_007,Chappan Dukan,Indore,Madhya Pradesh,22.7017,75.8392,"[""food""]",[],"[""tourism"", ""travel""]",1000,4.8,"Chappan Dukan is a popular food destination in Indore, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063317,2026-01-23T14:14:17.063318
mp_ind_008,Central Museum Indore,Indore,Madhya Pradesh,22.7287,75.8471,"[""cultural""]",[],"[""tourism"", ""travel""]",100,4.5,"Central Museum Indore is a popular cultural destination in Indore, Madhya Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063333,2026-01-23T14:14:17.063335
mp_ind_009,Ralamandal Wildlife Sanctuary,Indore,Madhya Pradesh,22.7011,75.8467,"[""nature""]",[],"[""tourism"", ""travel""]",0,4.2,"Ralamandal Wildlife Sanctuary is a popular nature destination in Indore, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063350,2026-01-23T14:14:17.063351
mp_ind_010,Gomatgiri,Indore,Madhya Pradesh,22.7262,75.8475,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.5,"Gomatgiri is a popular religious destination in Indore, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063367,2026-01-23T14:14:17.063368
mp_jab_001,Dhuandhar Falls,Jabalpur,Madhya Pradesh,23.173,79.9666,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.4,"Dhuandhar Falls is a popular nature destination in Jabalpur, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063384,2026-01-23T14:14:17.063385
mp_jab_002,Marble Rocks,Jabalpur,Madhya Pradesh,23.1742,79.9895,"[""nature""]",[],"[""tourism"", ""travel""]",50,4.4,"Marble Rocks is a popular nature destination in Jabalpur, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063401,2026-01-23T14:14:17.063402
mp_jab_003,Chausath Yogini Temple,Jabalpur,Madhya Pradesh,23.1784,79.994,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.4,"Chausath Yogini Temple is a popular religious destination in Jabalpur, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063417,2026-01-23T14:14:17.063418
mp_jab_004,Madan Mahal Fort,Jabalpur,Madhya Pradesh,23.1856,79.9822,"[""history""]",[],"[""tourism"", ""travel""]",100,4.7,"Madan Mahal Fort is a popular history destination in Jabalpur, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063433,2026-01-23T14:14:17.063435
mp_jab_005,Balancing Rock,Jabalpur,Madhya Pradesh,23.1742,79.963,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.2,"Balancing Rock is a popular nature destination in Jabalpur, Madhya Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063450,2026-01-23T14:14:17.063452
mp_jab_006,Dumna Nature Reserve,Jabalpur,Madhya Pradesh,23.1969,79.9827,"[""nature""]",[],"[""tourism"", ""travel""]",200,4.6,"Dumna Nature Reserve is a popular nature destination in Jabalpur, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063467,2026-01-23T14:14:17.063468
mp_jab_007,Rani Durgavati Museum,Jabalpur,Madhya Pradesh,23.1641,79.9677,"[""history""]",[],"[""tourism"", ""travel""]",0,4.2,"Rani Durgavati Museum is a popular history destination in Jabalpur, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063484,2026-01-23T14:14:17.063485
mp_jab_008,Kachnar City,Jabalpur,Madhya Pradesh,23.1758,79.9677,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.3,"Kachnar City is a popular religious destination in Jabalpur, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.063502,2026-01-23T14:14:17.063503
mp_jab_009,Tilwara Ghat,Jabalpur,Madhya Pradesh,23.1867,79.999,"[""history""]",[],"[""tourism"", ""travel""]",100,4.7,"Tilwara Ghat is a popular history destination in Jabalpur, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063519,2026-01-23T14:14:17.063520
mp_gwa_001,Gwalior Fort,Gwalior,Madhya Pradesh,26.223,78.1606,"[""history""]",[],"[""tourism"", ""travel""]",100,4.7,"Gwalior Fort is a popular history destination in Gwalior, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063553,2026-01-23T14:14:17.063554
mp_gwa_002,Jai Vilas Palace,Gwalior,Madhya Pradesh,26.2092,78.1802,"[""history""]",[],"[""tourism"", ""travel""]",0,4.7,"Jai Vilas Palace is a popular history destination in Gwalior, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063570,2026-01-23T14:14:17.063571
mp_gwa_003,Sas Bahu Temple,Gwalior,Madhya Pradesh,26.211,78.1613,"[""religious""]",[],"[""tourism"", ""travel""]",100,4.6,"Sas Bahu Temple is a popular religious destination in Gwalior, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063586,2026-01-23T14:14:17.063587
mp_gwa_004,Man Mandir Palace,Gwalior,Madhya Pradesh,26.211,78.1578,"[""history""]",[],"[""tourism"", ""travel""]",50,4.3,"Man Mandir Palace is a popular history destination in Gwalior, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.063602,2026-01-23T14:14:17.063603
mp_gwa_005,Teli Ka Mandir,Gwalior,Madhya Pradesh,26.2289,78.1794,"[""religious""]",[],"[""tourism"", ""travel""]",1000,4.3,"Teli Ka Mandir is a popular religious destination in Gwalior, Madhya Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063619,2026-01-23T14:14:17.063620
mp_gwa_006,Sun Temple Gwalior,Gwalior,Madhya Pradesh,26.2139,78.1601,"[""religious""]",[],"[""tourism"", ""travel""]",1000,4.3,"Sun Temple Gwalior is a popular religious destination in Gwalior, Madhya Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063635,2026-01-23T14:14:17.063637
mp_gwa_007,Tansen Tomb,Gwalior,Madhya Pradesh,26.2225,78.1754,"[""history""]",[],"[""tourism"", ""travel""]",100,4.0,"Tansen Tomb is a popular history destination in Gwalior, Madhya Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063652,2026-01-23T14:14:17.063653
mp_gwa_008,Gujari Mahal,Gwalior,Madhya Pradesh,26.2047,78.1771,"[""history""]",[],"[""tourism"", ""travel""]",200,4.0,"Gujari Mahal is a popular history destination in Gwalior, Madhya Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063670,2026-01-23T14:14:17.063672
mp_gwa_009,Gopachal Parvat,Gwalior,Madhya Pradesh,26.2057,78.1636,"[""religious""]",[],"[""tourism"", ""travel""]",50,4.7,"Gopachal Parvat is a popular religious destination in Gwalior, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.063687,2026-01-23T14:14:17.063689
mp_gwa_010,Scindia Museum,Gwalior,Madhya Pradesh,26.2073,78.1608,"[""cultural""]",[],"[""tourism"", ""travel""]",0,4.0,"Scindia Museum is a popular cultural destination in Gwalior, Madhya Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.063707,2026-01-23T14:14:17.063708
mp_kha_001,Kandariya Mahadev Temple,Khajuraho,Madhya Pradesh,24.8315,79.8944,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.8,"Kandariya Mahadev Temple is a popular religious destination in Khajuraho, Madhya Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.063734,2026-01-23T14:14:17.063737
